problem,nb_of_threads,time
philo,2,15.870
philo,2,16.090
philo,2,16.070
philo,2,16.240
philo,2,16.600
philo,4,31.680
philo,4,31.990
philo,4,30.870
philo,4,30.810
philo,4,31.480
